0
91
60
61
295
410
106
309
80
59
132
1035
82
46
231
185
310
171
404
106
531
209
314
252
293
453
194
175
580
151
147
628
453
421
308
122
355
407
36
175
259
429
223
180
342
620
632
344
365
27
257
462
81
175
249
137
